fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,2,12,ARUNACHAL PRADESH,678,NAMSAI,IGNOAPS,1055,0,1055,0,0,435,0,2024-07-30
2023-2024,2,12,ARUNACHAL PRADESH,725,SHI YOMI,IGNOAPS,785,0,785,0,0,339,63,2024-07-30
2023-2024,2,13,NAGALAND,247,MON,IGNOAPS,6594,15,6579,0,0,10,0,2024-07-30
2023-2024,2,13,NAGALAND,613,PEREN,IGNOAPS,2180,0,2180,0,0,0,0,2024-07-30
2023-2024,8,1,JAMMU AND KASHMIR,1,ANANTNAG,IGNOAPS,8175,43,310,7708,114,5820,1223,2024-07-30
2023-2024,8,1,JAMMU AND KASHMIR,11,PULWAMA,IGNOAPS,5029,1,225,4398,405,4944,2787,2024-07-30
2023-2024,8,1,JAMMU AND KASHMIR,3,BARAMULLA,IGNOAPS,8610,129,146,8166,169,3878,1357,2024-07-30
2023-2024,8,10,BIHAR,200,KAIMUR (BHABUA),IGNOAPS,60169,14603,2258,31592,11716,38240,50931,2024-07-30
2023-2024,8,10,BIHAR,203,KISHANGANJ,IGNOAPS,67016,1671,548,62283,2514,54293,57100,2024-07-30
2023-2024,8,10,BIHAR,204,LAKHISARAI,IGNOAPS,36089,5221,629,13286,16953,26971,29737,2024-07-30
2023-2024,8,10,BIHAR,213,PURBI CHAMPARAN,IGNOAPS,173824,26182,1587,137793,8262,113586,123924,2024-07-30
2023-2024,8,10,BIHAR,215,ROHTAS,IGNOAPS,93121,5963,435,83449,3274,75784,75651,2024-07-30
2023-2024,8,10,BIHAR,224,VAISHALI,IGNOAPS,168762,41907,504,32305,94046,129350,145314,2024-07-30
2023-2024,8,12,ARUNACHAL PRADESH,229,CHANGLANG,IGNOAPS,2469,0,2469,0,0,1761,2268,2024-07-30
2023-2024,8,12,ARUNACHAL PRADESH,230,UPPER DIBANG VALLEY,IGNOAPS,242,0,242,0,0,160,0,2024-07-30
2023-2024,8,12,ARUNACHAL PRADESH,237,PAPUM PARE,IGNOAPS,3230,0,3230,0,0,2468,0,2024-07-30
2023-2024,8,12,ARUNACHAL PRADESH,241,UPPER SUBANSIRI,IGNOAPS,2949,0,2949,0,0,1471,0,2024-07-30
2023-2024,8,12,ARUNACHAL PRADESH,678,NAMSAI,IGNOAPS,1055,0,1055,0,0,435,0,2024-07-30
2023-2024,8,12,ARUNACHAL PRADESH,718,KAMLE,IGNOAPS,895,0,895,0,0,432,0,2024-07-30
2023-2024,8,12,ARUNACHAL PRADESH,723,PAKKE KESSANG,IGNOAPS,317,0,317,0,0,74,0,2024-07-30
2023-2024,8,13,NAGALAND,244,DIMAPUR,IGNOAPS,5665,5,5543,104,13,5,2,2024-07-30
2023-2024,8,13,NAGALAND,246,MOKOKCHUNG,IGNOAPS,7294,3,7291,0,0,451,192,2024-07-30
2023-2024,8,13,NAGALAND,250,WOKHA,IGNOAPS,5839,16,5823,0,0,0,0,2024-07-30
2023-2024,8,13,NAGALAND,614,KIPHIRE,IGNOAPS,1319,0,1319,0,0,372,66,2024-07-30
2023-2024,8,14,MANIPUR,254,CHURACHANDPUR,IGNOAPS,4780,0,4679,100,1,2785,5,2024-07-30
2023-2024,8,14,MANIPUR,260,UKHRUL,IGNOAPS,3734,2,3719,13,0,3492,296,2024-07-30
2023-2024,8,15,MIZORAM,263,KOLASIB,IGNOAPS,1349,3,1287,59,0,1258,997,2024-07-30
2023-2024,8,15,MIZORAM,267,SAIHA,IGNOAPS,1170,1,1051,117,1,676,798,2024-07-30
2023-2024,8,16,TRIPURA,269,DHALAI,IGNOAPS,19235,3207,9974,4751,1303,11794,134,2024-07-30
2023-2024,8,16,TRIPURA,270,NORTH TRIPURA,IGNOAPS,11722,1889,3561,4344,1928,7710,4,2024-07-30
2023-2024,8,16,TRIPURA,654,GOMATI,IGNOAPS,16705,2538,7095,5497,1575,11904,42,2024-07-30
2023-2024,8,18,ASSAM,282,CACHAR,IGNOAPS,34562,4661,946,24751,4204,20090,23037,2024-07-30
2023-2024,8,18,ASSAM,283,DARRANG,IGNOAPS,18959,418,85,16160,2296,10006,9913,2024-07-30
2023-2024,8,18,ASSAM,284,DHEMAJI,IGNOAPS,15205,904,5330,3372,5599,12147,10832,2024-07-30
2023-2024,8,18,ASSAM,294,KOKRAJHAR,IGNOAPS,22043,825,10143,7720,3355,15660,17140,2024-07-30
2023-2024,8,18,ASSAM,299,DIMA HASAO,IGNOAPS,3628,26,2954,601,47,2865,3628,2024-07-30
2023-2024,8,18,ASSAM,705,BISWANATH,IGNOAPS,20869,940,2349,15950,1630,12267,3085,2024-07-30
2023-2024,8,18,ASSAM,708,CHARAIDEO,IGNOAPS,8145,140,157,4572,3276,4981,8015,2024-07-30
2023-2024,8,19,WEST BENGAL,310,DINAJPUR DAKSHIN,IGNOAPS,24913,8065,3584,13164,98,23572,13992,2024-07-30
2023-2024,8,19,WEST BENGAL,317,PURBA MEDINIPUR,IGNOAPS,48334,7700,533,39567,526,47398,36903,2024-07-30
2023-2024,8,19,WEST BENGAL,664,ALIPURDUAR,IGNOAPS,16709,7088,3586,6035,0,16044,14839,2024-07-30
2023-2024,8,2,HIMACHAL PRADESH,19,KINNAUR,IGNOAPS,695,179,508,7,1,205,0,2024-07-30
2023-2024,8,20,JHARKHAND,323,CHATRA,IGNOAPS,30325,7726,513,6959,15127,30025,22570,2024-07-30
2023-2024,8,20,JHARKHAND,330,GODDA,IGNOAPS,57989,4969,7662,12352,33006,55987,9247,2024-07-30
2023-2024,8,20,JHARKHAND,334,KODERMA,IGNOAPS,22754,3353,77,3302,16022,22559,12360,2024-07-30
2023-2024,8,20,JHARKHAND,335,LATEHAR,IGNOAPS,31556,5436,14138,3728,8254,31553,20935,2024-07-30
2023-2024,8,20,JHARKHAND,343,WEST SINGHBHUM,IGNOAPS,27048,1305,16642,1147,7954,26172,24569,2024-07-30
2023-2024,8,21,ODISHA,351,DEOGARH,IGNOAPS,10651,1013,1428,6089,2121,10651,5487,2024-07-30
2023-2024,8,21,ODISHA,354,GANJAM,IGNOAPS,93560,11804,1630,57829,22297,90798,36466,2024-07-30
2023-2024,8,21,ODISHA,355,JAGATSINGHAPUR,IGNOAPS,42153,5748,57,26815,9533,40919,17301,2024-07-30
2023-2024,8,21,ODISHA,357,JHARSUGUDA,IGNOAPS,16276,2219,4057,7129,2871,15898,11043,2024-07-30
2023-2024,8,21,ODISHA,358,KALAHANDI,IGNOAPS,53521,8078,10091,16591,18761,52082,26847,2024-07-30
2023-2024,8,21,ODISHA,360,KENDRAPARA,IGNOAPS,62434,9295,171,34290,18678,62267,33242,2024-07-30
2023-2024,8,21,ODISHA,361,KENDUJHAR,IGNOAPS,47825,3685,11726,24983,7431,46448,23935,2024-07-30
2023-2024,8,21,ODISHA,362,KHORDHA,IGNOAPS,51557,2017,308,44832,4400,51545,33026,2024-07-30
2023-2024,8,21,ODISHA,363,KORAPUT,IGNOAPS,65354,8956,34319,16954,5125,63336,32224,2024-07-30
2023-2024,8,22,CHHATTISGARH,375,BILASPUR,IGNOAPS,43708,3728,2282,25324,12374,40175,18269,2024-07-30
2023-2024,8,22,CHHATTISGARH,381,KANKER,IGNOAPS,13444,663,4926,4858,2997,11544,7115,2024-07-30
2023-2024,8,22,CHHATTISGARH,382,KABIRDHAM,IGNOAPS,22076,3251,3619,3856,11350,21376,8958,2024-07-30
2023-2024,8,22,CHHATTISGARH,387,RAIPUR,IGNOAPS,36483,2275,844,21336,12028,30340,18876,2024-07-30
2023-2024,8,22,CHHATTISGARH,645,GARIYABAND,IGNOAPS,25507,1833,6167,7608,9899,24239,19786,2024-07-30
2023-2024,8,22,CHHATTISGARH,646,BALOD,IGNOAPS,15015,1120,3322,2597,7976,14497,2028,2024-07-30
2023-2024,8,23,MADHYA PRADESH,394,BETUL,IGNOAPS,61341,7767,23038,2996,27540,30659,30053,2024-07-30
2023-2024,8,23,MADHYA PRADESH,397,BURHANPUR,IGNOAPS,28774,3073,6164,3963,15574,13930,8001,2024-07-30
2023-2024,8,23,MADHYA PRADESH,398,CHHATARPUR,IGNOAPS,61475,20285,4547,6879,29764,45669,25868,2024-07-30
2023-2024,8,23,MADHYA PRADESH,400,DAMOH,IGNOAPS,63709,16577,8029,6888,32215,45256,30650,2024-07-30
2023-2024,8,23,MADHYA PRADESH,401,DATIA,IGNOAPS,22467,8940,614,1821,11092,16076,9955,2024-07-30
2023-2024,8,23,MADHYA PRADESH,411,JABALPUR,IGNOAPS,67972,11406,15963,7437,33166,25316,21658,2024-07-30
2023-2024,8,23,MADHYA PRADESH,413,KATNI,IGNOAPS,54789,8475,15319,5992,25003,25888,25248,2024-07-30
2023-2024,8,23,MADHYA PRADESH,416,MANDSAUR,IGNOAPS,53784,14421,1419,9212,28732,38195,21642,2024-07-30
2023-2024,8,23,MADHYA PRADESH,417,MORENA,IGNOAPS,42681,10553,567,11491,20070,22219,29004,2024-07-30
2023-2024,8,23,MADHYA PRADESH,418,NARSINGHPUR,IGNOAPS,70294,15773,10263,7219,37039,31627,25113,2024-07-30
2023-2024,8,23,MADHYA PRADESH,421,RAISEN,IGNOAPS,60196,13621,10017,9854,26704,23309,24861,2024-07-30
2023-2024,8,23,MADHYA PRADESH,422,RAJGARH,IGNOAPS,126940,27897,4171,10400,84472,62270,37037,2024-07-30
2023-2024,8,23,MADHYA PRADESH,429,SHAHDOL,IGNOAPS,44456,4542,21526,5924,12464,30891,19119,2024-07-30
2023-2024,8,24,GUJARAT,439,AMRELI,IGNOAPS,24945,3405,264,5911,15363,24390,13010,2024-07-30
2023-2024,8,24,GUJARAT,443,BHAVNAGAR,IGNOAPS,17896,1258,68,5226,11323,17190,11566,2024-07-30
2023-2024,8,24,GUJARAT,445,DAHOD,IGNOAPS,74713,1416,55815,4138,13343,69899,40906,2024-07-30
2023-2024,8,24,GUJARAT,447,JAMNAGAR,IGNOAPS,23657,2153,140,11632,9695,22701,10294,2024-07-30
2023-2024,8,24,GUJARAT,449,KACHCHH,IGNOAPS,16145,2179,137,8100,5699,15252,8066,2024-07-30
2023-2024,8,24,GUJARAT,458,SABAR KANTHA,IGNOAPS,25825,3288,7329,8875,6319,23871,15901,2024-07-30
2023-2024,8,27,MAHARASHTRA,466,AHMEDNAGAR,IGNOAPS,37240,1660,597,33858,1125,32452,26754,2024-07-30
2023-2024,8,27,MAHARASHTRA,474,DHULE,IGNOAPS,39478,141,1227,37411,699,28282,64,2024-07-30
2023-2024,8,27,MAHARASHTRA,485,NANDED,IGNOAPS,28207,2030,130,25588,459,25973,2445,2024-07-30
2023-2024,8,27,MAHARASHTRA,486,NANDURBAR,IGNOAPS,44888,1434,29702,11214,2538,42406,4710,2024-07-30
2023-2024,8,27,MAHARASHTRA,489,PARBHANI,IGNOAPS,37350,1128,137,35668,417,32119,1330,2024-07-30
2023-2024,8,28,ANDHRA PRADESH,502,ANANTAPUR,IGNOAPS,140721,15762,5485,54609,64865,100643,88419,2024-07-30
2023-2024,8,28,ANDHRA PRADESH,506,GUNTUR,IGNOAPS,97930,15269,5745,53654,23262,64195,61613,2024-07-30
2023-2024,8,28,ANDHRA PRADESH,521,VIZIANAGARAM,IGNOAPS,25309,2933,6182,4298,11896,11683,14677,2024-07-30
2023-2024,8,29,KARNATAKA,525,BENGALURU URBAN,IGNOAPS,5701,850,44,2220,2587,4532,1853,2024-07-30
2023-2024,8,29,KARNATAKA,529,BIDAR,IGNOAPS,21856,2458,809,5987,12602,20018,16675,2024-07-30
2023-2024,8,29,KARNATAKA,532,CHIKMAGALUR,IGNOAPS,15010,1703,365,3125,9817,14512,10872,2024-07-30
2023-2024,8,29,KARNATAKA,539,HASSAN,IGNOAPS,55895,5255,469,11377,38794,53609,39923,2024-07-30
2023-2024,8,29,KARNATAKA,540,HAVERI,IGNOAPS,17650,1063,891,3918,11778,16692,13586,2024-07-30
2023-2024,8,29,KARNATAKA,547,SHIMOGA,IGNOAPS,15681,1389,313,2892,11087,14707,10861,2024-07-30
2023-2024,8,29,KARNATAKA,549,UDUPI,IGNOAPS,19113,880,754,599,16880,18851,11969,2024-07-30
2023-2024,8,29,KARNATAKA,630,CHIKKABALLAPURA,IGNOAPS,27956,3902,2363,6114,15577,26547,20834,2024-07-30
2023-2024,8,3,PUNJAB,27,AMRITSAR,IGNOAPS,4886,1,0,4885,0,2616,4331,2024-07-30
2023-2024,8,3,PUNJAB,33,HOSHIARPUR,IGNOAPS,4488,459,0,4029,0,2366,4460,2024-07-30
2023-2024,8,3,PUNJAB,35,KAPURTHALA,IGNOAPS,1253,24,1,1226,2,704,1158,2024-07-30
2023-2024,8,3,PUNJAB,41,PATIALA,IGNOAPS,10166,553,4,9090,519,5854,7008,2024-07-30
2023-2024,8,3,PUNJAB,609,TARAN TARAN,IGNOAPS,2199,25,1,2172,1,1182,1815,2024-07-30
2023-2024,8,3,PUNJAB,662,PATHANKOT,IGNOAPS,3567,276,1,3244,46,1708,3180,2024-07-30
2023-2024,8,31,LAKSHADWEEP,553,LAKSHADWEEP DISTRICT,IGNOAPS,120,0,96,23,1,118,1,2024-07-30
2023-2024,8,32,KERALA,565,THIRUVANANTHAPURAM,IGNOAPS,78395,3100,450,74845,0,14631,11748,2024-07-30
2023-2024,8,33,TAMIL NADU,568,CHENNAI,IGNOAPS,40632,6764,1,1436,32431,17696,39550,2024-07-30
2023-2024,8,33,TAMIL NADU,572,DINDIGUL,IGNOAPS,21052,4514,19,226,16293,11469,17526,2024-07-30
2023-2024,8,33,TAMIL NADU,577,KRISHNAGIRI,IGNOAPS,18665,1905,217,315,16228,8411,16687,2024-07-30
2023-2024,8,33,TAMIL NADU,580,NAMAKKAL,IGNOAPS,42952,10406,943,181,31422,35934,38085,2024-07-30
2023-2024,8,33,TAMIL NADU,581,PERAMBALUR,IGNOAPS,14778,5274,6,182,9316,14131,14748,2024-07-30
2023-2024,8,33,TAMIL NADU,582,PUDUKKOTTAI,IGNOAPS,20146,3770,0,6710,9666,13045,19079,2024-07-30
2023-2024,8,33,TAMIL NADU,584,SALEM,IGNOAPS,59701,15764,1473,16778,25686,52027,35385,2024-07-30
2023-2024,8,33,TAMIL NADU,585,SIVAGANGAI,IGNOAPS,26766,3982,0,7489,15295,22472,26131,2024-07-30
2023-2024,8,33,TAMIL NADU,586,THANJAVUR,IGNOAPS,20759,4846,0,11115,4798,18586,18525,2024-07-30
2023-2024,8,33,TAMIL NADU,589,TIRUVALLUR,IGNOAPS,90220,24745,782,24069,40624,35010,58177,2024-07-30
2023-2024,8,33,TAMIL NADU,590,THIRUVARUR,IGNOAPS,21666,8969,0,2231,10466,16083,13155,2024-07-30
2023-2024,8,33,TAMIL NADU,595,VELLORE,IGNOAPS,133658,29301,2963,30384,71010,57240,129177,2024-07-30
2023-2024,8,35,ANDAMAN AND NICOBAR,632,NORTH AND MIDDLE ANDAMAN,IGNOAPS,1274,0,0,1274,0,1096,1235,2024-07-30
2023-2024,8,36,TELANGANA,509,KHAMMAM,IGNOAPS,31188,6298,5267,901,18722,30089,25340,2024-07-30
2023-2024,8,36,TELANGANA,512,MAHABUBNAGAR,IGNOAPS,28582,5477,3371,1526,18208,25865,25870,2024-07-30
2023-2024,8,36,TELANGANA,518,RANGAREDDI,IGNOAPS,22194,4025,1056,2285,14828,21501,19096,2024-07-30
2023-2024,8,36,TELANGANA,683,RAJANNA SIRCILLA,IGNOAPS,5606,1307,191,294,3814,4995,5417,2024-07-30
2023-2024,8,36,TELANGANA,684,MANCHERIAL,IGNOAPS,16330,3883,1435,757,10255,14154,13556,2024-07-30
2023-2024,8,36,TELANGANA,686,HANUMAKONDA,IGNOAPS,448,137,4,7,300,448,372,2024-07-30
2023-2024,8,36,TELANGANA,687,JAYASHANKAR BHOOPALPALLI,IGNOAPS,6669,1395,347,416,4511,5485,5892,2024-07-30
2023-2024,8,36,TELANGANA,692,SIDDIPET,IGNOAPS,17915,3463,218,1064,13170,15969,15721,2024-07-30
2023-2024,8,36,TELANGANA,695,JOGULAMBA GADWAL,IGNOAPS,11407,2531,191,578,8107,9529,8706,2024-07-30
2023-2024,8,36,TELANGANA,696,SURYAPET,IGNOAPS,23235,4579,2965,1394,14297,21943,17734,2024-07-30
2023-2024,8,36,TELANGANA,698,VIKARABAD,IGNOAPS,13832,3333,1333,1304,7862,13176,13525,2024-07-30
2023-2024,8,36,TELANGANA,721,NARAYANPET,IGNOAPS,10116,1949,565,556,7046,8814,9344,2024-07-30
2023-2024,8,5,UTTARAKHAND,50,HARIDWAR,IGNOAPS,29260,8821,764,12944,6731,9521,4628,2024-07-30
2023-2024,8,6,HARYANA,61,FATEHABAD,IGNOAPS,16092,4448,0,9369,2275,10724,7000,2024-07-30
2023-2024,8,6,HARYANA,63,HISAR,IGNOAPS,19794,5683,0,10429,3682,14120,11754,2024-07-30
2023-2024,8,6,HARYANA,67,KARNAL,IGNOAPS,17768,3620,0,10488,3660,12678,10546,2024-07-30
2023-2024,8,6,HARYANA,68,KURUKSHETRA,IGNOAPS,11314,2998,0,4153,4163,8793,8257,2024-07-30
2023-2024,8,6,HARYANA,69,MAHINDERGARH,IGNOAPS,14560,2443,0,6492,5625,9106,7928,2024-07-30
2023-2024,8,6,HARYANA,72,REWARI,IGNOAPS,9211,2065,0,3572,3574,6287,4576,2024-07-30
2023-2024,8,6,HARYANA,73,ROHTAK,IGNOAPS,9507,2569,0,5319,1619,6908,4977,2024-07-30
2023-2024,8,6,HARYANA,75,SONIPAT,IGNOAPS,22634,3010,0,16047,3577,13899,7118,2024-07-30
2023-2024,8,7,DELHI,671,NORTH WEST- II,IGNOAPS,11900,0,0,11900,0,11897,1017,2024-07-30
2023-2024,8,7,DELHI,78,EAST,IGNOAPS,10321,0,0,10321,0,10319,4072,2024-07-30
2023-2024,8,8,RAJASTHAN,102,JAIPUR,IGNOAPS,22858,5332,2096,4006,11424,21449,22440,2024-07-30
2023-2024,8,8,RAJASTHAN,107,JODHPUR,IGNOAPS,28499,6531,1639,7138,13191,22849,24179,2024-07-30
2023-2024,8,8,RAJASTHAN,109,KOTA,IGNOAPS,18193,4529,1145,5408,7111,15815,15913,2024-07-30
2023-2024,8,8,RAJASTHAN,110,NAGAUR,IGNOAPS,20162,7118,99,3372,9573,17830,18316,2024-07-30
2023-2024,8,8,RAJASTHAN,111,PALI,IGNOAPS,20146,5663,3813,1651,9019,16690,17242,2024-07-30
2023-2024,8,8,RAJASTHAN,112,RAJSAMAND,IGNOAPS,18363,3033,3775,2315,9240,14672,15237,2024-07-30
2023-2024,8,8,RAJASTHAN,113,SAWAI MADHOPUR,IGNOAPS,11223,2877,1883,1288,5175,10249,10757,2024-07-30
2023-2024,8,8,RAJASTHAN,87,ALWAR,IGNOAPS,24716,6385,2177,5236,10918,20477,22038,2024-07-30
2023-2024,8,8,RAJASTHAN,88,BANSWARA,IGNOAPS,73298,2261,66355,1938,2744,61716,61109,2024-07-30
2023-2024,8,8,RAJASTHAN,89,BARAN,IGNOAPS,24802,6821,5855,2038,10088,20034,19032,2024-07-30
2023-2024,8,8,RAJASTHAN,92,BHILWARA,IGNOAPS,41285,9853,7991,3701,19740,33878,33323,2024-07-30
2023-2024,8,8,RAJASTHAN,97,DAUSA,IGNOAPS,19282,5370,4435,2301,7176,17035,18187,2024-07-30
2023-2024,8,9,UTTAR PRADESH,119,ALIGARH,IGNOAPS,86187,28003,72,15176,42594,51392,43042,2024-07-30
2023-2024,8,9,UTTAR PRADESH,120,PRAYAGRAJ,IGNOAPS,193342,47017,483,56296,89441,111370,96524,2024-07-30
2023-2024,8,9,UTTAR PRADESH,125,BAHRAICH,IGNOAPS,114136,16279,258,26056,71497,66962,57632,2024-07-30
2023-2024,8,9,UTTAR PRADESH,126,BALLIA,IGNOAPS,144855,19822,4402,27499,93121,84322,71404,2024-07-30
2023-2024,8,9,UTTAR PRADESH,130,BAREILLY,IGNOAPS,104052,16576,730,42893,43719,58130,40866,2024-07-30
2023-2024,8,9,UTTAR PRADESH,136,CHITRAKOOT,IGNOAPS,48543,18476,36,6800,23217,31921,22729,2024-07-30
2023-2024,8,9,UTTAR PRADESH,140,AYODHYA,IGNOAPS,105048,32231,82,19973,52591,64766,58021,2024-07-30
2023-2024,8,9,UTTAR PRADESH,141,FARRUKHABAD,IGNOAPS,64075,12295,44,12821,38840,42487,28344,2024-07-30
2023-2024,8,9,UTTAR PRADESH,143,FIROZABAD,IGNOAPS,66840,15255,28,10900,40358,51466,34520,2024-07-30
2023-2024,8,9,UTTAR PRADESH,146,GHAZIPUR,IGNOAPS,127054,37738,926,14178,74175,80511,67764,2024-07-30
2023-2024,8,9,UTTAR PRADESH,149,HAMIRPUR,IGNOAPS,56082,17339,11,7664,31042,34912,29541,2024-07-30
2023-2024,8,9,UTTAR PRADESH,153,JHANSI,IGNOAPS,79884,29934,30,7511,42340,48302,37793,2024-07-30
2023-2024,8,9,UTTAR PRADESH,155,KANNAUJ,IGNOAPS,84702,18816,26,18316,47286,48240,40369,2024-07-30
2023-2024,8,9,UTTAR PRADESH,158,KAUSHAMBI,IGNOAPS,90294,44047,40,13932,32272,60210,48409,2024-07-30
2023-2024,8,9,UTTAR PRADESH,168,MAU,IGNOAPS,101565,27070,1003,11352,62115,41487,35483,2024-07-30
2023-2024,8,9,UTTAR PRADESH,172,MUZAFFARNAGAR,IGNOAPS,49191,13300,29,12101,23697,31704,21950,2024-07-30
2023-2024,8,9,UTTAR PRADESH,175,RAE BARELI,IGNOAPS,137287,50041,75,23854,63294,84354,75721,2024-07-30
2023-2024,8,9,UTTAR PRADESH,660,SHAMLI,IGNOAPS,97071,29391,74,22052,45354,59228,54303,2024-07-30
2023-2024,4,14,MANIPUR,257,SENAPATI,IGNOAPS,8014,0,7510,503,1,3750,1,2024-07-30
2023-2024,4,14,MANIPUR,259,THOUBAL,IGNOAPS,8848,461,15,7183,1189,5766,5,2024-07-30
2023-2024,4,15,MIZORAM,263,KOLASIB,IGNOAPS,1349,3,1287,59,0,1258,997,2024-07-30
2023-2024,4,15,MIZORAM,265,LUNGLEI,IGNOAPS,4518,39,4269,209,1,2631,2645,2024-07-30
2023-2024,4,15,MIZORAM,266,MAMIT,IGNOAPS,2077,0,2057,20,0,1520,1617,2024-07-30
2023-2024,4,15,MIZORAM,726,HNAHTHIAL,IGNOAPS,1022,0,960,61,1,927,796,2024-07-30
2023-2024,4,16,TRIPURA,272,WEST TRIPURA,IGNOAPS,22812,2899,8090,8882,2941,13153,175,2024-07-30
2023-2024,4,17,MEGHALAYA,275,WEST JAINTIA HILLS,IGNOAPS,4691,8,4171,506,6,2078,77,2024-07-30
2023-2024,4,17,MEGHALAYA,277,SOUTH GARO HILLS,IGNOAPS,4245,49,3854,312,29,241,3,2024-07-30
2023-2024,4,17,MEGHALAYA,656,NORTH GARO HILLS,IGNOAPS,2711,31,2656,23,1,1445,47,2024-07-30
2023-2024,4,18,ASSAM,281,BONGAIGAON,IGNOAPS,14222,639,106,11848,1629,11670,11491,2024-07-30
2023-2024,4,18,ASSAM,287,GOALPARA,IGNOAPS,21865,492,2750,17936,687,16329,16282,2024-07-30
2023-2024,4,18,ASSAM,288,GOLAGHAT,IGNOAPS,21621,472,896,18107,2146,14275,10210,2024-07-30
2023-2024,4,18,ASSAM,708,CHARAIDEO,IGNOAPS,8144,140,157,4572,3275,4981,8014,2024-07-30
2023-2024,4,19,WEST BENGAL,309,DARJEELING,IGNOAPS,13633,3444,2674,7211,304,12560,8260,2024-07-30
2023-2024,4,19,WEST BENGAL,310,DINAJPUR DAKSHIN,IGNOAPS,24414,8049,3533,12733,98,23079,13523,2024-07-30
2023-2024,4,19,WEST BENGAL,314,JALPAIGURI,IGNOAPS,33056,15826,2080,14470,679,31266,19506,2024-07-30
2023-2024,4,19,WEST BENGAL,318,PASCHIM MEDINIPUR,IGNOAPS,57440,14030,6986,35917,505,56161,52548,2024-07-30
2023-2024,4,19,WEST BENGAL,703,JHARGRAM,IGNOAPS,18348,6174,5339,6835,0,16702,9412,2024-07-30
2023-2024,4,19,WEST BENGAL,704,PASCHIM BURDWAN,IGNOAPS,5268,2398,730,2134,4,5043,5135,2024-07-30
2023-2024,4,2,HIMACHAL PRADESH,26,UNA,IGNOAPS,6047,1900,172,2031,1944,2089,0,2024-07-30
2023-2024,4,20,JHARKHAND,325,DHANBAD,IGNOAPS,61775,7291,5234,18875,30375,61225,11102,2024-07-30
2023-2024,4,20,JHARKHAND,332,HAZARIBAG,IGNOAPS,42539,6489,342,29487,6221,41746,29775,2024-07-30
2023-2024,4,20,JHARKHAND,333,JAMTARA,IGNOAPS,34459,2736,8828,3634,19261,33660,30896,2024-07-30
2023-2024,4,20,JHARKHAND,334,KODERMA,IGNOAPS,22754,3353,77,3302,16022,22559,12360,2024-07-30
2023-2024,4,20,JHARKHAND,335,LATEHAR,IGNOAPS,31541,5435,14131,3728,8247,31538,20930,2024-07-30
2023-2024,4,20,JHARKHAND,336,LOHARDAGA,IGNOAPS,9990,485,4046,4068,1391,9746,1134,2024-07-30
2023-2024,4,21,ODISHA,346,BALESHWAR,IGNOAPS,72693,4881,1662,58055,8095,72435,27456,2024-07-30
2023-2024,4,21,ODISHA,353,GAJAPATI,IGNOAPS,15106,790,7556,3797,2963,14845,11251,2024-07-30
2023-2024,4,21,ODISHA,359,KANDHAMAL,IGNOAPS,19373,4745,8296,4747,1585,19365,8467,2024-07-30
2023-2024,4,21,ODISHA,360,KENDRAPARA,IGNOAPS,61985,9192,170,34069,18554,61818,32800,2024-07-30
2023-2024,4,21,ODISHA,364,MALKANGIRI,IGNOAPS,28435,4964,11436,11815,220,28416,9869,2024-07-30
2023-2024,4,22,CHHATTISGARH,375,BILASPUR,IGNOAPS,43194,3609,2227,25222,12136,39695,18185,2024-07-30
2023-2024,4,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNOAPS,24550,4235,1403,9386,9526,21995,1554,2024-07-30
2023-2024,4,22,CHHATTISGARH,381,KANKER,IGNOAPS,13321,659,4888,4830,2944,11423,7091,2024-07-30
2023-2024,4,22,CHHATTISGARH,388,RAJNANDAGON,IGNOAPS,17393,998,903,11301,4191,16966,4335,2024-07-30
2023-2024,4,22,CHHATTISGARH,637,NARAYANPUR,IGNOAPS,4625,148,3719,530,228,3725,267,2024-07-30
2023-2024,4,22,CHHATTISGARH,760,MANENDRAGARH CHIRMIRI BHARATPUR,IGNOAPS,8310,591,3656,2424,1639,8109,2886,2024-07-30
2023-2024,4,22,CHHATTISGARH,762,SAKTI,IGNOAPS,26552,4941,1854,12003,7754,25152,6538,2024-07-30
2023-2024,4,23,MADHYA PRADESH,390,ANUPPUR,IGNOAPS,24354,2799,12206,1748,7601,12229,10205,2024-07-30
2023-2024,4,23,MADHYA PRADESH,393,BARWANI,IGNOAPS,63751,4683,45870,1582,11616,23348,20807,2024-07-30
2023-2024,4,23,MADHYA PRADESH,402,DEWAS,IGNOAPS,54696,16947,9834,6701,21214,37451,16588,2024-07-30
2023-2024,4,23,MADHYA PRADESH,404,DINDORI,IGNOAPS,53747,3322,34053,919,15453,23275,14784,2024-07-30
2023-2024,4,23,MADHYA PRADESH,405,KHANDWA,IGNOAPS,52343,9550,19072,5269,18452,19331,17438,2024-07-30
2023-2024,4,23,MADHYA PRADESH,406,GUNA,IGNOAPS,50776,11156,10234,3248,26138,36068,20648,2024-07-30
2023-2024,4,23,MADHYA PRADESH,409,HOSHANGABAD,IGNOAPS,42612,9572,8187,4031,20822,21126,18864,2024-07-30
2023-2024,4,23,MADHYA PRADESH,412,JHABUA,IGNOAPS,38053,709,35947,383,1014,26418,13702,2024-07-30
